(+)-alpha-pinene	CC1=CCC2CC1C2(C)C
S-(PGA1)-glutathione	CCCCCC(C=CC1C(CC(=O)C1CCCCCCC(=O)O)SCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N)O
S-(PGA2)-glutathione	CCCCCC(C=CC1C(CC(=O)C1CC=CCCCC(=O)O)SCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N)O
S-(PGJ2)-glutathione	CCCCCC(C=CC1C(C(CC1=O)SCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N)CC=CCCCC(=O)O)O
S-(formylmethyl)glutathione	C(CC(=O)NC(CSCC=O)C(=O)NCC(=O)O)C(C(=O)O)N
S-Sulfo-L-Cysteine	C(C(C(=O)O)N)SS(=O)(=O)O
S-[(2E,6E)-farnesyl]-L-cysteine methyl ester	CC(=CCCC(=CCCC(=CCSCC(C(=O)OC)N)C)C)C
S-[2-carboxy-1-(1H-imidazol-4-yl)ethyl]glutathione	C1=C(NC=N1)C(CC(=O)O)SCC(C(=O)N(CC(=O)O)C(=O)CCC(C(=O)O)N)N
S-acetyldihydrolipoamide	CC(=O)SC(CCCCC(=O)N)CCS
S-adenosylmethioninamine	C[S+](CCCN)CC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O
S-aminomethyldihydrolipoamide	C(CCC(=O)N)CC(CCSCN)S
S-glutaryldihydrolipoamide	C(CCC(=O)N)CC(CCSC(=O)CCCC(=O)O)S
S-methyl-5-thio-D-ribulose-1-phosphate	CSCC(C(C(=O)COP(=O)(O)O)O)O
S-succinyldihydrolipoamide	C(CCC(=O)N)CC(CCSC(=O)CCC(=O)O)S
SAH	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CSCCC(C(=O)O)N)O)O)N
SAICAR	C1=NC(=C(N1C2C(C(C(O2)COP(=O)(O)O)O)O)N)C(=O)NC(CC(=O)O)C(=O)O
SAM	C[S+](CCC(C(=O)[O-])N)CC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O
STAR	C(C(CO)O)O
Sebacicacid	C(CCCCC(=O)O)CCCC(=O)O
Seryl-Arginyl-Alanine	CC(C(=O)O)NC(=O)C(CCCN=C(N)N)NC(=O)C(CO)N
Seryl-Arginyl-Tryptophan	C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)NC(=O)C(CCCN=C(N)N)NC(=O)C(CO)N
Seryl-Cysteinyl-Arginine	C(CC(C(=O)O)NC(=O)C(CS)NC(=O)C(CO)N)CN=C(N)N
Seryl-Lysyl-Histidine	C1=C(NC=N1)CC(C(=O)O)NC(=O)C(CCCCN)NC(=O)C(CO)N
Seryl-Phenylalanyl-Lysine	C1=CC=C(C=C1)CC(C(=O)NC(CCCCN)C(=O)O)NC(=O)C(CO)N
Seryl-Tryptophanyl-Histidine	C1=CC=C2C(=C1)C(=CN2)CC(C(=O)NC(CC3=CN=CN3)C(=O)O)NC(=O)C(CO)N
Stearoyl Ethanolamide	CCCCCCCCCCCCCCCCCC(=O)NCCO
Suberic Acid	C(CCCC(=O)O)CCC(=O)O
Succinyl Carnitine	C[N+](C)(C)CC(CC(=O)O)OC(=O)CCC(=O)O
Succinyl-Acetoacetate	C(CC(=O)O)C(=O)CC(=O)CC(=O)O
Succinylacetone	CC(=O)CC(=O)CCC(=O)O
THF	C1CCOC1
TRH	C1CC(N(C1)C(=O)C(CC2=CN=CN2)NC(=O)C3CCC(=O)N3)C(=O)N
Tacrolimus	CC1CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC(=O)C(C=C(C1)C)CC=C)O)C)C(=CC4CCC(C(C4)OC)O)C)O)C)OC)OC
Taurochenodeoxycholic acid 3-sulfate	CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)S(=O)(=O)O)C)O)C
Taurocholic acid 3-sulfate	CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)OS(=O)(=O)O)C)O)O)C
Threonyl-Arginyl-Tyrosine	CC(C(C(=O)NC(CCCN=C(N)N)C(=O)NC(CC1=CC=C(C=C1)O)C(=O)O)N)O
Threonyl-Asparaginyl-Tyrosine	CC(C(C(=O)NC(CC(=O)N)C(=O)NC(CC1=CC=C(C=C1)O)C(=O)O)N)O
Threonyl-Glutaminyl-Tyrosine	CC(C(C(=O)NC(CCC(=O)N)C(=O)NC(CC1=CC=C(C=C1)O)C(=O)O)N)O
Threonyl-Isoleucyl-Arginine	CCC(C)C(C(=O)NC(CCCN=C(N)N)C(=O)O)NC(=O)C(C(C)O)N
Threonyl-Methionyl-Arginine	CC(C(C(=O)NC(CCSC)C(=O)NC(CCCN=C(N)N)C(=O)O)N)O
Threonyl-Phenylalanyl-Arginine	CC(C(C(=O)NC(CC1=CC=CC=C1)C(=O)NC(CCCN=C(N)N)C(=O)O)N)O
Threonyl-Seryl-Arginine	CC(C(C(=O)NC(CO)C(=O)NC(CCCN=C(N)N)C(=O)O)N)O
Threonyl-Threonyl-Arginine	CC(C(C(=O)NC(C(C)O)C(=O)NC(CCCN=C(N)N)C(=O)O)N)O
Threonyl-Tyrosyl-Methionine	CC(C(C(=O)NC(CC1=CC=C(C=C1)O)C(=O)NC(CCSC)C(=O)O)N)O
Tiglyl Carnitine	CC=C(C)C(=O)OC(CC(=O)[O-])C[N+](C)(C)C
Tiglyl Glycine	CC=C(C)C(=O)NCC(=O)O
Tn-antigen	CC(=O)NC1C(C(C(OC1OCC(C(=O)O)N)CO)O)O
Torasemide	CC1=CC(=CC=C1)NC2=C(C=NC=C2)S(=O)(=O)NC(=O)NC(C)C
Tryptophanyl-Alanyl-Proline	CC(C(=O)N1CCCC1C(=O)O)NC(=O)C(CC2=CNC3=CC=CC=C32)N
Tryptophanyl-Arginyl-Alanine	CC(C(=O)O)NC(=O)C(CCCN=C(N)N)NC(=O)C(CC1=CNC2=CC=CC=C21)N
Tryptophanyl-Glutaminyl-Glutamine	C1=CC=C2C(=C1)C(=CN2)CC(C(=O)NC(CCC(=O)N)C(=O)NC(CCC(=O)N)C(=O)O)N
Tryptophanyl-Glutamyl-Glycine	C1=CC=C2C(=C1)C(=CN2)CC(C(=O)NC(CCC(=O)O)C(=O)NCC(=O)O)N
Tryptophanyl-Glutamyl-Leucine	CC(C)CC(C(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CC1=CNC2=CC=CC=C21)N
Tryptophanyl-Glutamyl-Proline	C1CC(N(C1)C(=O)C(CCC(=O)O)NC(=O)C(CC2=CNC3=CC=CC=C32)N)C(=O)O
Tryptophanyl-Glutamyl-Tyrosine	C1=CC=C2C(=C1)C(=CN2)CC(C(=O)NC(CCC(=O)O)C(=O)NC(CC3=CC=C(C=C3)O)C(=O)O)N
Tryptophanyl-Glycyl-Leucine	CC(C)CC(C(=O)O)NC(=O)CNC(=O)C(CC1=CNC2=CC=CC=C21)N
Tryptophanyl-Glycyl-Phenylalanine	C1=CC=C(C=C1)CC(C(=O)O)NC(=O)CNC(=O)C(CC2=CNC3=CC=CC=C32)N
Tryptophanyl-Glycyl-Valine	CC(C)C(C(=O)O)NC(=O)CNC(=O)C(CC1=CNC2=CC=CC=C21)N
Tryptophanyl-Histidyl-Methionine	CSCCC(C(=O)O)NC(=O)C(CC1=CN=CN1)NC(=O)C(CC2=CNC3=CC=CC=C32)N
Tryptophanyl-Isoleucyl-Lysine	CCC(C)C(C(=O)NC(CCCCN)C(=O)O)NC(=O)C(CC1=CNC2=CC=CC=C21)N
Tryptophanyl-Isoleucyl-Tryptophan	CCC(C)C(C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)O)NC(=O)C(CC3=CNC4=CC=CC=C43)N
Tryptophanyl-Leucyl-Valine	CC(C)CC(C(=O)NC(C(C)C)C(=O)O)NC(=O)C(CC1=CNC2=CC=CC=C21)N
Tryptophanyl-Lysine	C1=CC=C2C(=C1)C(=CN2)CC(C(=O)NC(CCCCN)C(=O)O)N
Tryptophanyl-Methionyl-Arginine	CSCCC(C(=O)NC(CCCN=C(N)N)C(=O)O)NC(=O)C(CC1=CNC2=CC=CC=C21)N
Tryptophanyl-Methionyl-Valine	CC(C)C(C(=O)O)NC(=O)C(CCSC)NC(=O)C(CC1=CNC2=CC=CC=C21)N
Tryptophanyl-Phenylalanine	C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CC2=CNC3=CC=CC=C32)N
Tryptophanyl-Prolyl-Glycine	C1CC(N(C1)C(=O)C(CC2=CNC3=CC=CC=C32)N)C(=O)NCC(=O)O
Tryptophanyl-Prolyl-Leucine	CC(C)CC(C(=O)O)NC(=O)C1CCCN1C(=O)C(CC2=CNC3=CC=CC=C32)N
Tryptophanyl-Prolyl-Valine	CC(C)C(C(=O)O)NC(=O)C1CCCN1C(=O)C(CC2=CNC3=CC=CC=C32)N
Tryptophanyl-Seryl-Tyrosine	C1=CC=C2C(=C1)C(=CN2)CC(C(=O)NC(CO)C(=O)NC(CC3=CC=C(C=C3)O)C(=O)O)N
Tryptophanyl-Threonyl-Isoleucine	CCC(C)C(C(=O)O)NC(=O)C(C(C)O)NC(=O)C(CC1=CNC2=CC=CC=C21)N
Tryptophanyl-Threonyl-Tyrosine	CC(C(C(=O)NC(CC1=CC=C(C=C1)O)C(=O)O)NC(=O)C(CC2=CNC3=CC=CC=C32)N)O
Tryptophanyl-Tyrosyl-Glutamine	C1=CC=C2C(=C1)C(=CN2)CC(C(=O)NC(CC3=CC=C(C=C3)O)C(=O)NC(CCC(=O)N)C(=O)O)N
Tryptophanyl-Tyrosyl-Tyrosine	C1=CC=C2C(=C1)C(=CN2)CC(C(=O)NC(CC3=CC=C(C=C3)O)C(=O)NC(CC4=CC=C(C=C4)O)C(=O)O)N
Tyrosyl-Alanine	CC(C(=O)O)NC(=O)C(CC1=CC=C(C=C1)O)N
Tyrosyl-Arginyl-Serine	C1=CC(=CC=C1CC(C(=O)NC(CCCN=C(N)N)C(=O)NC(CO)C(=O)O)N)O
Tyrosyl-Aspartyl-Arginine	C1=CC(=CC=C1CC(C(=O)NC(CC(=O)O)C(=O)NC(CCCN=C(N)N)C(=O)O)N)O
Tyrosyl-Cysteinyl-Glycine	C1=CC(=CC=C1CC(C(=O)NC(CS)C(=O)NCC(=O)O)N)O
Tyrosyl-Cysteinyl-Threonine	CC(C(C(=O)O)NC(=O)C(CS)NC(=O)C(CC1=CC=C(C=C1)O)N)O
Tyrosyl-Glutamate	C1=CC(=CC=C1CC(C(=O)NC(CCC(=O)O)C(=O)O)N)O
Tyrosyl-Leucyl-Arginine	CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)O)NC(=O)C(CC1=CC=C(C=C1)O)N
Tyrosyl-Phenylalanyl-Tyrosine	C1=CC=C(C=C1)CC(C(=O)NC(CC2=CC=C(C=C2)O)C(=O)O)NC(=O)C(CC3=CC=C(C=C3)O)N
Tyrosyl-Threonine	CC(C(C(=O)O)NC(=O)C(CC1=CC=C(C=C1)O)N)O
Tyrosyl-Tryptophanyl-Phenylalanine	C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CC2=CNC3=CC=CC=C32)NC(=O)C(CC4=CC=C(C=C4)O)N
Tyrosyl-Tyrosine	C1=CC(=CC=C1CC(C(=O)NC(CC2=CC=C(C=C2)O)C(=O)O)N)O
Tyrosyl-Valyl-Methionine	CC(C)C(C(=O)NC(CCSC)C(=O)O)NC(=O)C(CC1=CC=C(C=C1)O)N
UDP	C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)O)O)O
UDP-N-acetyl-D-galactosamine	CC(=O)NC1C(C(C(OC1OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)O
UDP-N-acetylglucosamine	CC(=O)NC1C(C(C(OC1OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)O
UDP-galactose	C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)CO)O)O)O)O)O
UDP-glucose	C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)CO)O)O)O)O)O
UDP-glucuronate	C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)C(=O)O)O)O)O)O)O
UDP-xylose	C1C(C(C(C(O1)OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)O)O)O
UMP	C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)O)O)O
UTP	C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O
Ursodeoxycholic acid 3-sulfate	CC(CCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)OS(=O)(=O)O)C)O)C
VI2Fuc-nLc6	CCCCCCCCCCCCCC=CC(C(COC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)CO)O)OC3C(C(C(C(O3)CO)OC4C(C(C(C(O4)CO)O)OC5C(C(C(C(O5)CO)OC6C(C(C(C(O6)CO)O)O)OC7C(C(C(C(O7)C)O)O)O)O)NC(=O)C)O)O)NC(=O)C)O)O)O)NC(=O)C)O
VI3NeuAc-nLc6Cer	CCCCCCCCCCCCCC=CC(C(COC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)CO)O)OC3C(C(C(C(O3)CO)OC4C(C(C(C(O4)CO)O)OC5C(C(C(C(O5)CO)OC6C(C(C(C(O6)CO)O)OC7(CC(C(C(O7)C(C(CO)O)O)NC(=O)C)O)C(=O)O)O)O)NC(=O)C)O)O)NC(=O)C)O)O)O)NC(=O)C)O
Valyl-Arginyl-Glycine	CC(C)C(C(=O)NC(CCCN=C(N)N)C(=O)NCC(=O)O)N
Valyl-Histidyl-Asparagine	CC(C)C(C(=O)NC(CC1=CN=CN1)C(=O)NC(CC(=O)N)C(=O)O)N
Valyl-Leucyl-Phenylalanine	CC(C)CC(C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)C(C(C)C)N
Valyl-Lysyl-Tyrosine	CC(C)C(C(=O)NC(CCCCN)C(=O)NC(CC1=CC=C(C=C1)O)C(=O)O)N
Valyl-Phenylalanyl-Arginine	CC(C)C(C(=O)NC(CC1=CC=CC=C1)C(=O)NC(CCCN=C(N)N)C(=O)O)N
Valyl-Prolyl-Tryptophan	CC(C)C(C(=O)N1CCCC1C(=O)NC(CC2=CNC3=CC=CC=C32)C(=O)O)N
Valyl-Seryl-Arginine	CC(C)C(C(=O)NC(CO)C(=O)NC(CCCN=C(N)N)C(=O)O)N
Valyl-Tryptophanyl-Phenylalanine	CC(C)C(C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CC3=CC=CC=C3)C(=O)O)N
Valyl-Tryptophanyl-Valine	CC(C)C(C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(C(C)C)C(=O)O)N
Valyl-Valine	CC(C)C(C(=O)NC(C(C)C)C(=O)O)N
Vanilpyruvic Acid	COC1=C(C=CC(=C1)CC(=O)C(=O)O)O
Vitamin A2	CC1=C(C(CC=C1)(C)C)C=CC(=CC=CC(=CCO)C)C
XTP	C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)NC(=O)NC2=O
Zymosterol Intermediate 2	CC(CCC=C(C)C)C1CCC2C1(CCC3=C2CCC4C3(CCC(=O)C4)C)C
acetaldehyde	CC=O
acetamidopropanal	CC(=O)NCCC=O
acetanilide	CC(=O)NC1=CC=CC=C1
acetate	CC(=O)[O-]
acetoacetate	CC(=O)CC(=O)[O-]
acetoacetyl-CoA	CC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
acetone	CC(=O)C
acetyl adenylate	CC(=O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O
acetyl-CoA	CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
acetylcarnosine	CC(=O)NCCC(=O)NC(CC1=CN=CN1)C(=O)O
acetylcholine	CC(=O)OCC[N+](C)(C)C
acrylyl-CoA	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C=C)O
adenine	C1=NC2=NC=NC(=C2N1)N
adenosine	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N
adenylated molybdopterin	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(=C(C5C(O4)NC6=C(N5)C(=O)NC(=N6)N)S)S)O)O)N
adenylosuccinate	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O)NC(CC(=O)O)C(=O)O
adenylyl sulfate	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OS(=O)(=O)O)O)O)N
adenylylselenate	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O[Se](=O)(=O)O)O)O)N
adrenaline	CNCC(C1=CC(=C(C=C1)O)O)O
adrenic acid	CCCCCC=CCC=CCC=CCC=CCCCCCC(=O)O
adrenochrome	CN1CC(C2=CC(=O)C(=O)C=C21)O
adrenochrome-O-semiquinone	CN1CC(C2=CC(=C(C=C21)O)O)O
aflatoxin B1	COC1=C2C3=C(C(=O)CC3)C(=O)OC2=C4C5C=COC5OC4=C1
aflatoxin B1 dialdehyde	COC1=C2C3=C(C(=O)OC3)C(=O)OC2=C(C(=C1)O)C(C=O)C(C=O)O
aflatoxin B1 diol	COC1=C2C3=C(C(=O)CC3)C(=O)OC2=C4C5C(C(OC5OC4=C1)O)O
aflatoxin B1-endo-8,9-epoxide	COC1=C2C3=C(C(=O)CC3)C(=O)OC2=C4C5C6C(O6)OC5OC4=C1
aflatoxin B1-exo-8,9-epoxide	COC1=C2C3=C(C(=O)CC3)C(=O)OC2=C4C5C6C(O6)OC5OC4=C1
aflatoxin M1	COC1=C2C3=C(C(=O)CC3)C(=O)OC2=C4C(=C1)OC5C4(C=CO5)O
aflatoxin M1-8,9-epoxide	COC1=C2C3=C(C(=O)CC3)C(=O)OC2=C4C(=C1)OC5C4(C6C(O6)O5)O
aflatoxin Q1	COC1=C2C3=C(C(=O)CC3O)C(=O)OC2=C4C5C=COC5OC4=C1
agmatine	C(CCN=C(N)N)CN
alanine	CC(C(=O)O)N
aldosterone	CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4C(=O)CO)C=O)O
all-trans-decaprenyl-diphosphate	CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCOP(=O)(O)OP(=O)(O)O)C)C)C)C)C)C)C)C)C)C
allantoate	C(C(=O)[O-])(NC(=O)N)NC(=O)N
allantoin	C1(C(=O)NC(=O)N1)NC(=O)N
allopregnanolone	CC(=O)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C
allopurinol	C1=NNC2=C1C(=O)NC=N2
alloxan	C1(=O)C(=O)NC(=O)NC1=O
alpha-(1,2-dihydroxyethyl)-1,2,3,4-tetrahydro-7-hydroxy-9-methoxy-3,4-dioxocyclopenta[c][1]benzopyran-6-acetaldehyde	COC1=C2C3=C(C(=O)CC3)C(=O)OC2=C(C(=C1)O)C(C=O)C(CO)O
alpha-CEHC-glucuronide	CC1=C(C(=C(C2=C1OC(CC2)(C)CCC(=O)O)C)OC3C(C(C(C(O3)C(=O)O)O)O)O)C
alpha-D-galactose-1-phosphate	C(C1C(C(C(C(O1)OP(=O)(O)O)O)O)O)O
alpha-D-mannosyl-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol	CC(CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)CCOP(=O)(O)OP(=O)(O)OC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)CO)OC3C(C(C(C(O3)CO)O)OC4C(C(C(C(O4)CO)O)O)O)O)O)NC(=O)C)O)NC(=O)C
alpha-[3-(nitrosoamino)propyl]-3-pyridinemethanol	C1=CC(=CN=C1)C(CCCNN=O)O
alpha-[3-[(hydroxymethyl)nitrosoamino]propyl]-3-pyridinemethanol	C1=CC(=CN=C1)C(CCCN(CO)N=O)O
alpha-hydroxyisocaproic acid	CC(C)CC(C(=O)O)O
alpha-muricholic acid	CC(CCC(=O)O)C1CCC2C1(CCC3C2C(C(C4C3(CCC(C4)O)C)O)O)C
alpha-pinene-oxide	CC1(C2CC1C3(C(C2)O3)C)C
alpha-tocopherol	CC1=C(C2=C(CCC(O2)(C)CCCC(C)CCCC(C)CCCC(C)C)C(=C1O)C)C
alpha-tocopheryl quinone	CC1=C(C(=O)C(=C(C1=O)C)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O)C
alpha-tocotrienol	CC1=C(C2=C(CCC(O2)(C)CCC=C(C)CCC=C(C)CCC=C(C)C)C(=C1O)C)C
alpha-tocotrienoxyl radical	CC1=C([C]2C(=C(C1=O)C)CCC(O2)(C)CCC=C(C)CCC=C(C)CCC=C(C)C)C
aminoacetone	CC(=O)CN
aminochrome-O-semiquinone	C1CNC2=CC(=C(C=C21)[O])O
anandamide	CCCCCC=CCC=CCC=CCC=CCCCC(=O)NCCO
androstenediol	CC12CCC3C(C1CCC2O)CC=C4C3(CCC(C4)O)C
androsterone	CC12CCC(CC1CCC3C2CCC4(C3CCC4=O)C)O
androsterone sulfate	CC12CCC(CC1CCC3C2CCC4(C3CCC4=O)C)OS(=O)(=O)O
androsterone-glucuronide	CC12CCC(CC1CCC3C2CCC4(C3CCC4=O)C)OC5C(C(C(C(O5)C(=O)O)O)O)O
anhydroretinol	CC1=CCCC(C1=CC=C(C)C=CC=C(C)C=C)(C)C
aniline	C1=CC=C(C=C1)N
anthranilate	C1=CC=C(C(=C1)C(=O)O)N
antipyrine	CC1=CC(=O)N(N1C)C2=CC=CC=C2
apelin-13	CC(C)CC(C(=O)NC(CO)C(=O)NC(CC1=CN=CN1)C(=O)NC(CCCCN)C(=O)NCC(=O)N2CCCC2C(=O)NC(CCSC)C(=O)N3CCCC3C(=O)NC(CC4=CC=CC=C4)C(=O)O)NC(=O)C(CCCN=C(N)N)NC(=O)C5CCCN5C(=O)C(CCCN=C(N)N)NC(=O)C(CCC(=O)N)N
apppA	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)N
aquacob(III)alamin	CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)CO)OP(=O)([O-])OC(C)CNC(=O)CCC4(C(C5C6(C(C(C(=N6)C(=C7C(C(C(=N7)C=C8C(C(C(=N8)C(=C4[N-]5)C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[OH3+].[Co]
arachidonate	CCCCCC=CCC=CCC=CCC=CCCCC(=O)O
arachidonyl-CoA	CCCCCC=CCC=CCC=CCC=CCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
arginine	C(CC(C(=O)O)N)CN=C(N)N
argininosuccinate	C(CC(C(=O)O)N)CN=C(N)NC(CC(=O)O)C(=O)O
ascorbate	C(C(C1C(=C(C(=O)O1)O)O)O)O
asparagine	C(C(C(=O)O)N)C(=O)N
aspartate	C(C(C(=O)O)N)C(=O)O
atorvastatin-acid	CC(C)C1=C(C(=C(N1CCC(CC(CC(=O)O)O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4.CC(C)C1=C(C(=C(N1CCC(CC(CC(=O)O)O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4
atorvastatin-lactone	CC(C)C1=C(C(=C(N1CCC2CC(CC(=O)O2)O)C3=CC=C(C=C3)F)C4=CC=CC=C4)C(=O)NC5=CC=CC=C5
azelaic acid	C(CCCC(=O)O)CCCC(=O)O
behenic acid	CCCCCCCCCCCCCCCCCCCCCC(=O)O
benzo[a]pyrene	C1=CC=C2C3=C4C(=CC2=C1)C=CC5=C4C(=CC=C5)C=C3
benzo[a]pyrene-4,5-oxide	C1=CC=C2C3=C4C(=CC2=C1)C5C(O5)C6=CC=CC(=C64)C=C3
benzo[a]pyrene-7,8-dihydrodiol-9,10-oxide	C1=CC2=C3C(=C1)C=CC4=C3C(=CC5=C4C6C(O6)C(C5O)O)C=C2
benzo[a]pyrene-7,8-diol	C1=CC2=C3C(=C1)C=CC4=C3C(=CC5=C4C=CC(=C5O)O)C=C2
benzo[a]pyrene-7,8-oxide	C1=CC2=C3C(=C1)C=CC4=C3C(=CC5=C4C=CC6C5O6)C=C2
benzo[a]pyrene-9,10-oxide	C1=CC2=C3C(=C1)C=CC4=C3C(=CC5=C4C6C(O6)C=C5)C=C2
benzoate	C1=CC=C(C=C1)C(=O)[O-]
benzothiazine	C1=CC=C2C(=C1)C=CNS2
beta-1,4-mannose-N-acetylglucosamine	CC(=O)NC1C(C(C(OC1O)CO)OC2C(C(C(C(O2)CO)O)O)O)O
beta-D-glucose	C(C1C(C(C(C(O1)O)O)O)O)O
beta-D-mannosyldiacetylchitobiosyldiphosphodolichol	CC(CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)CCOP(=O)(O)OP(=O)(O)OC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)CO)OC3C(C(C(C(O3)CO)O)O)O)O)NC(=O)C)O)NC(=O)C
beta-alanine	C(CN)C(=O)O
beta-carboline	C1=CC=C2C(=C1)C3=C(N2)C=NC=C3
beta-carotene	CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC2=C(CCCC2(C)C)C)C)C
beta-casomorphin (1-6)	CC(C)C(C(=O)NC(CCC(=O)O)C(=O)N1CCCC1C(=O)O)NC(=O)C(CC2=CC=CC=C2)NC(=O)C3CCCN3C(=O)C(CC4=CC=C(C=C4)O)N
beta-hydroxy-beta-methylbutyrate	CC(C)(CC(=O)O)O
beta-muricholic acid	CC(CCC(=O)O)C1CCC2C1(CCC3C2C(C(C4C3(CCC(C4)O)C)O)O)C
beta-muricholoyl-CoA	CC(CCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O)C4CCC5C4(CCC6C5C(C(C7C6(CCC(C7)O)C)O)O)C
betaine	C[N+](C)(C)CC(=O)[O-]
bilirubin	CC1=C(NC(=C1CCC(=O)O)CC2=C(C(=C(N2)C=C3C(=C(C(=O)N3)C)C=C)C)CCC(=O)O)C=C4C(=C(C(=O)N4)C=C)C
